Feature_0,Feature_2
0.1726632170597371,0.10905274942638572
0.17862814510819786,0.11339628544474253
0.1700888184433769,0.10623400882617089
0.16553891300987578,0.10778107976177742
0.1736840053394559,0.1093064180411564
